time,open,high,low,close,volume
2021-10-08 09:00:00,141.84,141.85,141.434,141.7,3111
2021-10-08 08:00:00,141.83,141.83,141.81,141.81,477
2021-10-07 20:00:00,141.99,141.99,141.86,141.89,1276
2021-10-07 17:00:00,141.81,141.86,141.81,141.86,64456
2021-10-07 16:00:00,141.82,142.14,141.735,141.78,997067
2021-10-07 15:00:00,142.255,142.26,141.8,141.82,325497
2021-10-07 14:00:00,142.59,142.599,142.181,142.27,314719
2021-10-07 13:00:00,142.73,142.88,142.4716,142.58,221136
2021-10-07 12:00:00,142.29,142.81,142.025,142.71,446949
2021-10-07 11:00:00,142.54,142.6185,141.53,142.3,684083
2021-10-07 10:00:00,143.29,143.395,142.26,142.57,416216
2021-10-07 09:00:00,143.3,143.3,143.11,143.3,1198
2021-10-07 08:00:00,143.31,143.31,143.3,143.3,795
2021-10-06 20:00:00,142.66,142.67,142.66,142.66,600
2021-10-06 19:00:00,142.4,142.59,142.4,142.59,1492
2021-10-06 18:00:00,142.36,142.4,142.36,142.4,403
2021-10-06 17:00:00,142.36,142.41,142.08,142.36,124277
2021-10-06 16:00:00,142.17,142.408,141.73,142.35,1188792
2021-10-06 15:00:00,141.74,142.49,141.68,142.165,370650
2021-10-06 14:00:00,141.18,141.73,140.89,141.72,476537
2021-10-06 13:00:00,141.46,141.54,140.9,141.185,440987
2021-10-06 12:00:00,141.94,142.0,140.94,141.47,571830
2021-10-06 11:00:00,142.01,142.36,141.46,141.92,722751
2021-10-06 10:00:00,142.89,143.37,141.93,142.035,618987
2021-10-06 09:00:00,142.57,143.1901,142.55,143.1901,5546
2021-10-06 08:00:00,142.63,143.01,142.21,142.57,7916
2021-10-06 07:00:00,142.3,142.59,142.05,142.51,5885
2021-10-06 06:00:00,142.01,142.2,142.01,142.2,1494
2021-10-06 05:00:00,142.8,142.81,142.48,142.5,2790
2021-10-05 20:00:00,143.2,143.33,143.1,143.15,2279
2021-10-05 18:00:00,143.25,143.34,143.14,143.24,1551
2021-10-05 17:00:00,143.15,143.7,143.15,143.44,80533
2021-10-05 16:00:00,144.1,144.14,143.06,143.16,1254638
2021-10-05 15:00:00,144.23,144.36,143.99,144.1,567531
2021-10-05 14:00:00,144.319,144.7699,144.17,144.24,511107
2021-10-05 13:00:00,144.15,144.7,143.78,144.31,1251813
2021-10-05 12:00:00,143.76,144.26,143.6,144.19,558640
2021-10-05 11:00:00,142.85,143.94,142.7,143.7871,940589
2021-10-05 10:00:00,145.32,145.6,142.64,142.83,1114394
2021-10-05 09:00:00,144.11,145.78,144.11,145.25,5587
2021-10-05 08:00:00,144.88,145.45,144.8,145.4,2409
2021-10-05 07:00:00,144.55,144.55,144.55,144.55,1094
2021-10-05 06:00:00,144.27,144.27,144.27,144.27,155
2021-10-04 20:00:00,144.27,144.27,144.12,144.12,700
2021-10-04 19:00:00,144.46,144.46,144.3,144.44,6027
2021-10-04 18:00:00,144.45,144.48,144.18,144.18,463
2021-10-04 17:00:00,144.11,144.26,143.89,143.89,103866
2021-10-04 16:00:00,143.89,144.43,143.68,144.14,1228822
2021-10-04 15:00:00,143.61,143.9999,143.4,143.905,600219
2021-10-04 14:00:00,143.95,144.26,143.55,143.62,516004
2021-10-04 13:00:00,144.28,144.58,143.85,143.97,491637
2021-10-04 12:00:00,144.035,144.39,143.47,144.28,757520
2021-10-04 11:00:00,145.09,146.0,143.27,144.03,1972327
2021-10-04 10:00:00,142.9,145.21,141.78,145.06,912234
2021-10-04 09:00:00,142.35,142.87,142.34,142.87,861
2021-10-04 08:00:00,142.7,142.8,142.7,142.8,901
2021-10-04 07:00:00,142.27,142.4,142.0,142.4,636
2021-10-04 05:00:00,142.5,142.5,142.5,142.5,1900
2021-10-01 19:00:00,143.32,143.55,143.32,143.55,200
2021-10-01 18:00:00,143.25,143.47,143.25,143.33,998
2021-10-01 17:00:00,143.32,143.48,143.0,143.01,177110
2021-10-01 16:00:00,143.5726,143.97,143.17,143.37,1414394
2021-10-01 15:00:00,143.01,143.7021,142.98,143.57,610668
2021-10-01 14:00:00,142.62,143.16,142.44,143.01,714712
2021-10-01 13:00:00,141.96,142.6699,141.85,142.615,478708
2021-10-01 12:00:00,141.315,142.18,141.19,141.9516,578558
2021-10-01 11:00:00,141.79,142.79,140.68,141.31,917342
2021-10-01 10:00:00,139.9,141.97,138.93,141.71,898468
2021-10-01 09:00:00,140.0875,140.56,139.9,139.9,9431
2021-10-01 08:00:00,139.48,140.06,139.48,140.0,2272
2021-10-01 07:00:00,139.31,139.31,139.31,139.31,507
2021-10-01 06:00:00,139.33,139.44,139.33,139.44,521
2021-10-01 05:00:00,138.82,139.19,138.82,138.99,3755
